,Sentiment,Text
10446,negative,askmf dan yg buat kita curiga itu dia nyalin materi di ketas kecil terus dilipet lipet dan dimasukin kotak pensil
10447,negative,nggak pacaran aja deh kita
10448,negative,wahai fadlizon ayo kita berantem ketemuan sama saya tak tempiling ndasmu
10449,negative,aduh oppa kamu ternyata main di belakangku yah enggak kok beb aku cuman untukmu akun rp siapa kete
10450,negative,kita boleh kalah tapi ingat bukan takluk pantang kita tundukan kepala
10451,negative,seegois itukah kamu jangan siksa aku seperti ini aku lama lama juga capek kalau kamu sudah tidak ingin lagi deng
10452,negative,aku tak berapa paham dengan manusia tetiba nak tarik muka tanpa sebab ni if ada prob we talk if tak ngam cakap jg
10453,negative,twit pamungkas dari kasus ini jangan adaupoer goblok di antara kita baik yg nekat demi kebanggaan diosmed a
10454,negative,bencana terkadang datang karena banyaknya manusia durhaka kepada allah spt meninggalkanholat zakat puasa haji men
10455,negative,jika kekerasan mereka inginkan mungkin akan terjadi balasan yg sama pada mereka
10456,negative,ormas radikal ini sdh kelewataannnn kenapa setiap ada bencana mereka dulu yg datang nolong mbok yaa kasi kesempat
10457,negative,yang kacau tu otak lu saudara sebangsa sedang kena musibah masih juga di politisir orang yg teriak nkri harga mati tida
10458,negative,mereka tak peduli dari mana kamu memulainya mereka melihat dari bagaimana caramu mengakhirinya
10459,negative,ketika kamu menuliskan kekesalan ketika itu kamu hanya akan membuat dirimu mengesalkan marioteguh
10460,negative,azab teguran atau ujian hanya allah yang mengetahuinya bahkan yg disebut titisan allah itupun tidak paham mengapa
10461,negative,timbangan buah akan bermasalah kalau sudah mulai mendukung salah satu buah duku atau salak mau dikalibrasi dgn kitabu
10462,negative,yaa udaah dont expect to much with everybody jika tidaak membagi jangan lah bagi apa yg kamu punya juga
10463,negative,duka rakyatulawesi tengah duka kita semua dengan saling bergandeng tangan dampak bencana ini kita hadapi bersama https
10464,negative,pondan pun ada bf dunia ni mmg tak adil
10465,negative,aku selalu berkorban dan rela mengorbankan perasaan demi kamu tapiemua ga ada artinya dimata kamu '
10466,negative,dibaikin tp makin lama makin jd apalagi keluarga sendiri huhu gmn dong jahat aja apa gue terus ya tp kl jahat mulu
10467,negative,jae besok aku ga bisa nemenin kamu pas siaran yaoalnya aku harus kerja kelompok jaehyun pun badmood karena kali i
10468,negative,mengapa negara agamis seperti indonesia justru menjadi salah satu negara yang paling korup mungkin krn kita lebih ser
10469,negative,tak mungkin terjadi gempa jika manusia tak melakukanuatu dosa gempa adalah suatu peringatan dari allah jika suatu daera
10470,negative,kenapa masih ada yg nak beli iphone kat instagram ni dgn jual iphone la paling mudah seller nk tipu dan paling mudah org perc
10471,negative,thread kumpulan video azabebagai pengingat agar kita tidak suka berbuat dosa dan otw tobat
10472,negative,orang2 yg terlalu sibuk mencari kesalahan maka mereka akanmelewatkan banyak kesempatan
10473,negative,paling benci sih sm temen2 non kpop yg bilang lo ngapain sih beli barang2 kek gitu padahal di saat mereka nonton film t
10474,negative,jika kita berobat hslnya akan berbeda jika kita berobat ke klinik biasa amp ke rumah sakit dengan dokter2 ahli di dalamnya
10475,negative,tidak ada bencana di dunia ini hubungan nya dengan pemuka agama karna zaman skrg itu tidak ada yg murni seperti
10476,negative,jika dasar keinginannya saja tidak kuat bagaimana kita bisa melancarkan jurus jurus yang jitu
10477,negative,nak moveon sometimes susah lah jugak dah kalau crush dok terserempak je dengan kitao aku sarankan jangan ada crush sa
10478,negative,kenapa panas kalau kritik fpi mereka juga manusia yang bisa
10479,negative,tazkirah subuh tadi ustaz bagitau allah akan maafkan semua dosa dosa makhluknya kecuali golongan al mujahiriniapa mere
10480,negative,iya pak mereka tau pemerintah kita tidak mampu jangan kan mengurus negara mengurus relawan dan pendukung nya saja t
10481,negative,jadi kesedihan segelap apapun tak boleh merampas kemanusiaan kita
10482,negative,eeeee apa masalah orang kita ni
10483,negative,buat gw aneh kalo laki berapi2 ngomong soal aborsi dan melahirkan as if mereka pernah mengalami bro cuci muka sa
10484,negative,teringin nak mementaskan drama asiahamiah nukilan johan jaaffar tapi malangnya mereka tak sanggup terima cabaran
10485,negative,hanya karena kamu ditolak tidak berarti kau harus bersedih
10486,negative,page 272 365 klu org tu buat salah jgn benci dia tapi benci la perbuatan dia krn tiada manusia yg sempurna dlm dunia
10487,negative,berarti kamu yang ninggalin
10488,negative,niat lahh niat menghalalkan kamu juga
10489,negative,sa mana pr kamu saya lupa ngerjain pak hukuman apa yg pantas buat kamu gimana kalau saya jadi pelayan hati bapak gigitkeset botsesat
10490,negative,ternyata selama ini kita memahami teori yang salah tentang manajemen penanganan jenazah pasca bencana
10491,negative,prd yg dimotori budimanudjatmiko mrpkan partai dgn history pergerakan yg mengacu pd faham komunis keberadaan prd adalah ben
10492,negative,masih ada kah keadilan di negara kita ini pak
10493,negative,tsunami dia kota palu allah tunjuk kuasanya di tanah org supaya kita bertaubat antilgbt
10494,negative,kenapa tempat tempat maksiat tak banyak terbakarebab allah membiarkan mereka terus sesat dalam kesesatan dunia
10495,negative,sahabatku sekalian telah terjadi musibah di palu dan donggala gempa dan tsunami yang membawa korban ratusan jiwa wafat begitu
10496,negative,masya allah pak polisi ini ga akan didiamkan bukan
10497,negative,seni kehidupan adalah tinggal bersama luka dan kita masih bisa tertawa konveksi kaos distro
10498,negative,mereka ngotot mau berangkat ke palu disana tidak menolong begitu tau kondisi lapangan ngotot balik ke makasar banyak pecundang
10499,negative,kenapa yg sibuk nak tutup tahfiz tu dilabel sebagai tahfiz haram kerana tak berdaftar ngan kerajaa
10500,negative,kenapa kita susah nak nampak salah diri kita sendiriedangkan salah org lain kita selalu besar besarkan
10501,negative,punten sanksi 3 4 5 laga untuk alasan dengan sengaja menjatuhkan lawan itu teh gimana maksudnyaepak bola atuhl
10502,negative,meski tampak tegar gilang mengaku sempat merasa begitu terpukul saat tahu bahwa ia dan adiez harus kembali kehilan
10503,negative,subhanallah inilah penyebabesungguhnyaemoga kita semua menyadarinya prayforpaludonggala
10504,negative,ratnaarumpaet dianiaya orang mirip ulah pki pki biadap pki laknat hancurkan dan azab lah rezim dzalim ini yaa
10505,negative,bagi perempuan kau pernah rasa tak bila kau period ni ofc la mood tak menentu kan pastu bila kau chat dgn orang yg jenis
10506,negative,wanita menangis bukan karena mereka lemah namun karena mereka tak temukan kata tuk ungkapkan perasaan mereka
10507,negative,generasi milenial kata orangnya kritis kritis karena berdasarkan hasil survei 80 persen tidak percay
10508,negative,pesan mak aku yang paling deep jangan sakitkan hati orang kalau kita tak nak disakiti
10509,negative,gue mah diem aja sambil mantengin ga berani komentar apa2 ga berani berharap apa2 liat aja minggu depan klo
10510,negative,haruskah mengeluh karena ujian dari tuhan padahal ujian itu tidak sebanding dengan nikmatnya yg telah kita terima qur
10511,negative,kamu ta kasi cinta kayaknya ga cukup deh
10512,negative,jokowi sok jagoan di hadapan dunia internasional padahal semua berantakan pening kita punya presiden sekelas mahasiswa
10513,negative,perbalahan dan masalah keluarga akan merosakkan jiwa anak2 tak kira bangsa dan agama ibu bapa carilah anak mu
10514,negative,perpisahan memang menyakitkan namun akan lebih menyakitkan jika kita harus memperjuangkan orang yang tak ingin lagi bertahan untuk kita
10515,negative,sbb dia jealous bila kita kawan dgn org lain tapi the problem is dia kawan dgn org lain boleh lak lepas tu nak k
10516,negative,bangsa kita jangan mau terus dipecah belah keberagaman suku agama harus dipersatukan melalui nilai dasar pancasila sebagai
10517,negative,dalam keadaan apapun yg nama jarahan itu sama dengan merampas hak milik orang lainama artinya kita mendidik masy
10518,negative,bila aksi rekan kita kalian anggap sebagai perbuatan tercela dan menghina maka coba tengok apa yang telah aparat selama ini
10519,negative,melihat diskriminasi hukum yg sangat parah antara anak pribumi dg anak cina radikal yg sangat melukai nurani bangsa s
10520,negative,biadab skali bginikah cara kalian membungkam demokrasi
10521,negative,singkatnya kebahagiaan seseorang berarti sebuah siksaan bagi orang lain ada orang orang yang ga peduli tentang tersiksanya
10522,negative,malam ini kamu saya ampuni karena saya tahu kamu memang goblok
10523,negative,lahir dari batu teh kalo oposisi yg kritis terhadap pemerintah selalu begini nasib nya
10524,negative,yang mukulin ibu mungkin banci berani nya sama perempuan berita duka untuk keluargaemproelers
10525,negative,bestnya bila cakap rindu dekat someone tu pastu terus datang i rasa hish bertuahnya i dapat u sayang lagi la kalau dia b
10526,negative,seseorang yang kita sakiti boleh jadi yang memikirkan kita paling sering tere liye
10527,negative,soal pemukulan ratna sarumpaet setelah membandingkan fotonya dugaan saya itu hoax kita tunggu saja hasil pemeriksaan polisi
10528,negative,kamu bilang cuma telat 10 menit ini udah lewat 30 menit loh hukumannya udah paham kan mau sekarang atau nanti aja
10529,negative,masih ada kok membekas bagaimana mereka posting black campaign tujuannya satu agar pengagungnya menang
10530,negative,benar benar kamu kalau udah sama aku manja nya bertambah level ree menyendokan makanannya ke mul
10531,negative,jika sabarku adalah salah maka lelahmu adalah amarah jika keyakinanku hanya kelabu maka kamu hanyalah masa l
10532,negative,bless my eyes btw ngeri amat itu bulunya kecil ya kamu hehehe
10533,negative,mereka telah lupa kepada allah maka allah melupakan merekaesungguhnya orang orang munafik itu adalah orang orang ya
10534,negative,bar bar om bajingan memang mereka
10535,negative,duh upaya kita menjegal persib dengan mengurangi poin mereka gagal nih coba pemain pemain jagonya aja kita jegaltrik
10536,negative,hi mohon maaf atas ketidaknyamanannya kami cek kendala yang kamu alami pada transaksi 181182540983
10537,negative,kampret memang cebi mereka selalu berteriak pki
10538,negative,jangan bagi tulang ikan pada kucing
10539,negative,yang salah itu ya kamu mz nggak ngerti prosedur rekrutmen sama prinsip dasar ekonomi namanya pasang loker itu ya harusnya n
10540,negative,saat ditelpon oleh prabowoubianto ratnaarumpaet sangat ketakutan dan mengalami trauma mendalam itu sebabnya
10541,negative,perasaan cewek itu lebih peka dari cowok jadi kalo kamu bohong sama cewek sebernarnya dia tau tapi dia cuma dia lebih memilih diam
10542,negative,tak semua faham ni bila kita give up bcs their shitty attitude anggap kita tak sayang or cepat give up lol diri sendi
10543,negative,namanya juga hidup kadang orang lain cuma ingat satu keburukan kita bukan sepuluh kebaikan kita
10544,negative,leani ratri itu pernah mengaku ke media kalau dia sedih karena pertandingan selalu sepi saat dia bermain kenapa sih
10545,negative,no comment bukan ranah kita
10546,negative,dyam kamu asam glukosat
10547,negative,jgn takabur dulu masalahnya blum jelas karena apa blum tentu juga ttg pilpres dan mungkin juga ka
10548,negative,jadi kalo kalian liat komen gak jelas repo gausah dibales biar gak di up repo repo repo terus like semua kome
10549,negative,exocomingsoon jahat kan ada yang baru yang lama dilupain emh makasih ya kokobop karna kamu aku jadi tau yang namanya keindah
10550,negative,memang luar biasa biadap negeri kita ini ya hare gene masih ada aja laki2 perkusi dan nonjokin wanita kalian ga s
10551,negative,srs la nak buat ads dkt tv omggg takutnyaaaa kita kena bash mulut meleis yg cam puaka tu haihh sorry not sorry
10552,negative,harap waspada pki semakin bangkit tidak menginginkan adanya presiden baru dan juga islam di in
10553,negative,mungkin tuhan mulai bosan dengan tingkah kita
10554,negative,hai rizqi mohon maaf atas ketidaknyaman yg kamu alami untuk perubahan satu rute tidak dpt dilakukan mel
10555,negative,kome lapor jom orang kuala kangsar dan orang perak dan seluruh warga malaysia moh kita serbu di warung kak engku w
10556,negative,nah iya aku nangis pas mereka audisi trus dikomentarin pedes bgt apalagi episode terakhir ampe skrg
10557,negative,betul lah cakap sharifah sakinah tu get away from your phone for awhile sebab bila kita tengah marah terasa sedi
10558,negative,picik presiden dan kepala negara mosok cuma urusi elektabilitas biarlah itu jadi tugas oposisi yang udah ngiler i
10559,negative,nerakaku bukan urusanmu begitupula surga belum tentu tempatmu ngerti kan maksudnya apa jadi ga perlu repot' bu
10560,negative,dlu kejadian cfd wuihh tagarnya macemegitu belum babak belur kek giniekarang mereka diam bahkan mungkin sebagian da
10561,negative,negara tidak hadir pak
10562,negative,di bohongin itu sakit apalagi saat kita udah percaya sama dia
10563,negative,sy jawab ad 2 kemungkinan antara jumlah kerjaan amp pekerjanya tak seimbang amp yg ke 2 mereka kerja dgn pamrih
10564,negative,kan biar kamu mumet je
10565,negative,jangan terlalu bergantung pada orang lain karna bayanganmu sendiri saja dapat meninggalkanmu saat kamu ada di kegelapan
10566,negative,tak mungkin terjadi gempa jika anak manusia tak melakukan suatu dosa gempa adalah suatu tanda alam jika suatu daerah t
10567,negative,bii kamu ngejauh
10568,negative,selama ini kamu hanya mempercayai satu sisi dan tidak mau menilai secara komprehensif
10569,negative,dpr kritik pemerintah buka bantuan asing untuk gempa palu ini udah kita prediksi kelicikan mreka kmarin mreka teriak2 aga
10570,negative,kita ini sering tidak berbahagia karena suka membandingkan kekurangan kita dengan kelebihan orang lain
10571,negative,hai mohon maaf atas ketidaknyamanannya silakan kamu menunggu konfirmasi dari pelapak atau jika pelapak t
10572,negative,luka kalian adalah luka kami duka kalian adalah duka kami kata f shuhaiber pemuda palestina asal gazau
10573,negative,percayalah akan bnyak isu isu yg akan di lempar ke publik hanya untuk menutupi bobrok nya rezim ini mereka akan me
10574,negative,kita bergaduh tak habis kita berdebat tak habis kita marah orang bagi nasihat kita cabar al quran dengan teori teori i
10575,negative,astaga pak kamu sungguh trlalu aku gigit yaa kamuu
10576,negative,bisa jadi ada orang ketiga yg hendak memperkeruh dan kemudian kita saling menuding satu sama lain soal ratnaarumpa
10577,negative,apa kabar kamu kekasih masalalu aku baru kusadari yg tak ada sehebat kamu '
10578,negative,simbol negara yang sangat tidak dihormati oleh warga negara mereka membentuk grup2 oposisi dan itu sangat menjiji
10579,negative,17's mereka yg bodoh saya yg malu
10580,negative,kurang2i berantem dan saling sindir soal bencana mari berdonasi dengan nyata pilih lembaga manapun yang amanah da
10581,negative,dulu perempuan bepergian sendirian dianggap hal tabuekarang sudah banyak pelancong solo perempuan walau masih ada yang m
10582,negative,rakyat malaysia yang berasa malu dengan kelakuan raja bomohedang menunggu mh370 untuk mereka keluar dari negara ini mh370
10583,negative,kita sebagai hamba allah swt tlah banyak melakukan kemungkaran di atas bumi allah swt makanya segeralah b
10584,negative,aku ga pernah ngitung kekayaan mereka jadi ak ga tau yang pasti mereka lebih kaya dari pada aku soalnya aku missqueen
10585,negative,masyaallah
10586,negative,ada salahsatu poin hukuman buat bobotoh yaitu melakukan sweeping itu pelaku supporter persija yg tahun kemarin
10587,negative,hukuman yg cukup berat jika konsisten dijalankan keknya ada harapan kedepan ga akan ada lagi hal hal berbau kekerasan dibola kita
10588,negative,mau marah
10589,negative,pasti kamu lagi cape voting group oppa kan ya makasih yaemangat ada puding nih aaaaaaaa suapinin puding ke kamu
10590,negative,masih banyak permasalahan serius terkait tindak kekerasan pada perempuan amp anak kpppa vlog competition mengajak kamu untuk
10591,negative,sesungguhnya telah rugi para pelajar itu iaitu mereka pelajar yang tidak hadir ke kuliyyah da
10592,negative,kecewa sih tapi yasudah namanya juga sepak bola indonesia kalo kamu bisa juara sungguh luar biasa dije
10593,negative,betapa kita sgt beruntung masih boleh mkn sdp dan mendapatkan makanan tapi lihat la mereka hanya memakan biskut ker
10594,negative,apa kabar tuan pemilik hati beku kuharap kita akan berjumpa lagi dan bersatu bersatu menjadi sepasang kekasih halal duniaku ki
10595,negative,duka palu dan donggala adalah duka kita semuaemoga semua cepat teratasi rahayu pak semoga allah selalu me
10596,negative,dan janganlah kamu bersedih hati terhadap mereka orang orang ingkar dan berendahdirilah kamu terhadap orang orang yg
10597,negative,disaat mata kita tertuju ke bencana gempa dan tsunami melanda sodara2 kita diulteng di pihak lain ada kelompok manusia biad
10598,negative,jadi benci sekali sama orang2 yg jelek jelekin pemerintah mendagri segala macam di tengah situasi begini ga yakin ada duk
10599,negative,kalo idup lo kebanyakan pencitraan sm drama kita mana tau ya yg mana yg bener yg mana yg halu
10600,negative,terasa penat setelah berjalan jauh jangan khawatir guys kamu akan segar kembali begitu menyentuh air dari giwe marah
10601,negative,kita gak norak kayak mereka
10602,negative,ini serius beneran mereka makin kurang ajar maen kekerasan
10603,negative,kenapa doa kita masih belum dimakbulkan fahamkan allah dahulukan apa yang kita semua perlu bukan ikut apa yang kita mah
10604,negative,aku bukan orang bodoh yang tak di hargai tapi masih bertahan asal kau tau aku akan berhenti merindumu dan juga akan bai
10605,negative,1 di saat banyak rakyat indonesia bahkan dunia menundukkan kepala berduka dan mendoakan para korban gempa dan tsunami di
10606,negative,org tua wanita lagi teganya mereka melakukan kekerasan tsb
10607,negative,mesti lah bitter gila babi baca sejarah amp you'll understand why im against blue blood adoration tun m was amp is still th
10608,negative,berdebat dg mu ngak seru iq mu jongkok bukti nya orang kritik kamu dan kaum mu bilang nyinyir dem
10609,negative,meski tampak tegar gilang mengaku sempat merasa begitu terpukul saat tahu bahwa ia dan adiez harus kembali kehilangan calon
10610,negative,aku benar ingin mengatakan bahwa semua orang didunia ini mungkin merasa sedih dan kesepian dan jika kita tau bahwa sem
10611,negative,aku ngapusi hehe th baru aku balik klaten bersua kita ngopi karo keong
10612,negative,meluas hingga menjarah apa saja emas dll apakah ini demi hidup atau memang murni kriminal boleh jadi para maling yg hi
10613,negative,lebih susah jadi yang pertama dihati kamu
10614,negative,izinkan masyarakat menjarah adalah bentuk kegagalan pemerintah menangani bencana amp kegagalan mengedukasi rakyat menghadapi benc
10615,negative,selalu ada kangen di tiap aksara di tiap percakapan teks tanpa tatap mata tanpa pendar yang binar tanpa pernah benar usai
10616,negative,kamu paling gk suka kalau orangtua kamu lagi
10617,negative,lelucon lawas seringkali enggak mampu lagi bikin kita tertawa lepas tapi kenapa kenangan pahit yang sudah berlalu l
10618,negative,mangkal mas mangkal ah humor kita ga sama nih kita putus ya
10619,negative,ini judulnya terkesan tidak berempati mestinya bagaimana bersama menolong korban bencana
10620,negative,kita boleh berdeda pandangan dalam demokrasi tapi untuk memakai cara2 kekerasan terhadap aktivis perempuan
10621,negative,karena itulah kita perlu ber hati2 ketika ngo asal turki seperti ihh berniat mengirimkan bantuan ke lokasi gempa mereka
10622,negative,menangis hati ini melihat bapak memeluk erat kh ahmadaidi bin khaidemoga allahwt mengabulkan hajat ki
10623,negative,doa mereka sdh habis mas kan apbn p tahun ini tida
10624,negative,klo rakyat biasa ngomong sepekan beres bisa dituduh hmm ga ah tapi kita berprasangka baik saja bahwa batas kemamp
10625,negative,yang terlihat lebih baik banyak namun kita gatau dia beneran baik atau engga bersyukur aja kalo udah punya yang baik jan
10626,negative,keadaan yang paling tak best bila tengah tengah memikirkan orang yang tidak hargai kita
10627,negative,kamu mau aku mati
10628,negative,perempuan ni dia tak suka kongsi suami tapi mereka suka sangat sangat kongsi aurat dekat lamanosial
10629,negative,mau menghakimi penguasa gagal saja kok disuruh nunggu pemilu kasihan rakyat harus merana sampai pemilu pada pemilu nan
10630,negative,walaupun kita ada susah senang dengan si dia belum tentu semua tu boleh buat dia stay dengan kita
10631,negative,kalo kamu gampang kebakar gak soalnya bikin pengen mesiu later
10632,negative,kemaksiatan merajalela terutama di sekitar pantai talise itu lgbt dianggap hal yg wajar ritual kemusyrikan
10633,negative,bangkek
10634,negative,beraninya sama ibu ibu demokrasi omong kosong sudah main kekerasan mereka tolong dilapor
10635,negative,hati modus tipu2an ala jokower kaya gini data jelek mereka spin jadi bagus data yg tidak mencapai target mere
10636,negative,di acara musik pameran sepatu pun mereka sweeping mana yg lebih bejat
10637,negative,trus aku apa kabar yg jauh lebih gendut dari kamu gt lt dibikin aja minggu hari buat omnivora mode on
10638,negative,kita semua pasti pernah salah namun ada perbedaan besar antara salah yang buatmu dewasa dan salah yang sengaja dilakukan
10639,negative,pendirian pas berkenaan penangkapan para ulamak dan aktivis islamea tindakan mahkamah terhadap mereka parti islam
10640,negative,jika ada orang yang membenci kita tanpa sebab yang jelas apa lagi kita sudah meminta maaf jangan balas membencinya kar
10641,negative,jangan disangka air yg tenang tiada buaya jangan disangka muka yg tenang tiada masalah yg melanda jangan disangka oran
10642,negative,aku tak salahkan generasi sekarang 100ilap org2 tua kita jugak dulu kita dido
10643,negative,pu amin ini kita bukan kisah sangat pasal style dakwah dia lembut ke keras ke orang tak ambil pusing sangat orang m
10644,negative,pasca gempa dan tsunami yg menerjang sulawesi tengah menyisakan duka dan luka mendalam bagi kita semua bencana ini
10645,negative,ah kamu jadi ga emosi lagi
10646,negative,ketika melihat kesuksesan orang lain adakalanya kita merasa ciut dan tak mampu bersaing padahal setiap orang punya jalan berbeda
10647,negative,ishhh jangan la puji kita
10648,negative,kita ws dy xread ingat dy tidur rupanyaa main ig lagi penting
10649,negative,ko biadap sekali pelakunya mungkin pelaku dilahirkan bukan dari seorang wanita penegak hukum harus tegas
10650,negative,terkadang suka ngerasa sedih liat temen2 kita udh pada bisa ngehasilin duit sedangkan kita sendiripun msh berjuang
10651,negative,tuhan memang mentakdirkan kita untuk saling berjauhan tetapi aku yakin tuhan memiliki rencana besar dibalik itu semua
10652,negative,bagaimana anda tahu tuhan sedang 'marah' tuhan ada hantar whatsapp pada anda ke
10653,negative,kadang kalo lg down kita gak tau cari new client dimana lagi atau prospek existing client dgn cara apa lagi
10654,negative,3 lebih kejam lagi seperti mensyukuri para korban bencana ketua fpihobri lubis bahkan mengatakan akibat rizieq i
10655,negative,dan kita masih saja tidak terima bila disebut dengan nama binatang
10656,negative,kebodohan pembodohan yang telanjang bencana alam dibahas di acara diskusi politik anda tak punya empati
10657,negative,ada baiknya kita tidak ikut2 an latah memposting wajah bunda pasca dianiaya mari kita hormati beliau dan ke
10658,negative,4 tidak hanya itu postingan konyol lainnya mereka sebar di whatsapp group bahwa gempa palu terjadi krn akan diadakan f
10659,negative,ini kah orangnya bener gak sih kalo ini aku tau sok chat d sini aja ya pemirsa kita rumpik rumpian aja dah biar rame htt
10660,negative,kolotnya caption kau ni bro kalau dapat isteri yang berkerjaya kita kena tolong dia juga takkan semua benda dia k
10661,negative,dima gue gak berhasil masuk negeri akhirnya masuk swasta tapi emak gue gamau yang ecek ecek biarin mahal yang
10662,negative,terjemaahesungguhnya telah rugi para pelajar itu iaitu mereka pelajar yang tidak hadir ke kuliyyah dan jug
10663,negative,tapi kan prabowo sandi bukan pejabat
10664,negative,ga bener bgt nih seorg wanita ibu dan nenek diperlakukan spt ini
10665,negative,bukan soal manggil sayang doang aduh sungguh ku tak berniat mencela atau memaki tapi kamu itu membela dirinya jelek banget
10666,negative,walaupun masing masing nak kejar kemenangan tak usahlahebar fitnah banyak perkara dasar dan isu yg boleh kita bahaskan
10667,negative,ketika kita hanya dapat mengkritik apa yang dikerjakan oleh orang lain maka berarti kita berada dalam posisi pikiran terlemah te
10668,negative,aku curi sapu tangan cikgu lisa dan aku tipu cikgu kamal yang cikgu lisa bagi hadiah sempena hari jadi dia dan skrg 2 orang a
10669,negative,twips yang baik melihat kerusakan di palu donggala danigi terutama desa2 yg hancur bisa dipastikan warga akan butuh
10670,negative,dan kalau kalah kamu bisa jadi laki laki ngaku kalah dan cari psikiater ndak
10671,negative,bukan benci yang membuat kita menjauh dari orang lain tapi kecewa
10672,negative,pki berteriak maka kyai mana kyainya gubuk2 asrama santri dirusak kasur2 dibakar buku2 santri dibakar habis sarana p
10673,negative,jangn pernah ambik kesempatan atas org yang ikhlas tolong kita
10674,negative,ada yang ngerep mereka kafir seriously harusnya statement itu lebih nampar dong masa yang dibilang kafir itu
10675,negative,suka gemes sama oknum gak bertanggungjawab yg menyebar hoax ditengah kesedihan yg melanda saudara kita hati dl
10676,negative,wkwkwkwk sombong abis kalau lo gak sekolah gak bisa sbm juga kaliekolah aja udah gitu gimana p
10677,negative,kita sering ga sepaham
10678,negative,taurusi tukang php dan bikin baper anjer ya mereka tuh jago perhatian tarik ulur dan begitu kita s
10679,negative,berlinang airmata ini menyaksikan saudara kita di belahan bumi sana allah uji dengan ujian yang tak ringan ya all
10680,negative,yang melakukan pengeroyokan ini banci padahal ibu nya wanita dimana hati nuraninya coba negeri ini apakah sudah
10681,negative,kita adalah tempat singgah sementara bagi mereka yang datang tapi bukan untuk menetap
10682,negative,mereka ini siapa kok berani2 nya main fisik
10683,negative,mau bilang kamu dimana aku mau ketemu bisa aja ngga punya nyali brutal honesty apaan ya resteee mau wassap aja geme
10684,negative,adakalanya kita dihadapkan dengan ketidakmampuan dan membuat diri kita mundur dari tantangan batasan tersebut ada untuk menguji d
10685,negative,daripada hidup cuma dihabisin buat jadi pejuang cinta kenapa ga kamu perjuangkan juga yg satu ini bro graphicdes
10686,negative,innalillahiwainnailaihirojiun takziah kepada keluarga allahyarham datori wan amizan atas pemergiannya ke rahmatullah sem
10687,negative,rakyat indonesia berduka atas musibah gempa amp tsunamiulteng palu amp donggala juga negara2 di dunia ikut berduka aku mo
10688,negative,isu ini banyak beredar di wag diurabaya walau belum tentu kebenarannya sebaiknya kita waspada jika menerima tamu orang ya
10689,negative,aku sakit hati sama omonganku sendiri apa kabar mereka ya
10690,negative,jangan percaya drama mereka dicka sama om aup itu pernah kumpul kebo dulu
10691,negative,bila ada orang kutuk kita close your ears and don't listen with them and don't argue with them be strong and take c
10692,negative,tolak partai penjual agama dan pendukung teroris
10693,negative,demi menjelek2kan fpi kamu ngaku2 warga palu apa itu namanya bukan biadab
10694,negative,anda dan kelompok anda itu hanya ingin menggiring opini seolah pak prabowo amp tim mawar lah yg melakukan pengamanan kepada 13
10695,negative,kamu ada affair ya sama twitter kok begituan doang diselamatin
10696,negative,maap ya kita emang bosenan
10697,negative,kangen dicariin yg sampe di telfon telfon terus ngomel marahin kita ngomelnya tapi tanda sayang bgt dan khawatir bgt
10698,negative,mungkin tidak tapi kalo mereka masih punya rasa malu itu sudah cukup untuk membuat mereka tidak nyaleg lagi
10699,negative,kamu kasian sama mereka mereka yang harus minggir
10700,negative,kok kamu maksa
10701,negative,ini belum seberapa mereka tuh kelakuaan nya ga kayak girlgroup lain
10702,negative,mulut kamu gentong
10703,negative,gak perlu diladeni min iq nya gak nyampek dia yang penting instropeksi kita sendiri
10704,negative,di indonesia cuma ada waktu bagian barat timur tengah nggak ada waktu buat kamu
10705,negative,banyak sekali orang dengan seragam fpi dan ada tulisan yg katanya lambang hti tapi kok gak ada yg demo nyuruh mereka keluar ya
10706,negative,hingga saat ini satu juta muslim uighur ditahan di kamp kamp oleh pemerintah komunis china dan kaum liberal diam seribu ba
10707,negative,kamu kalo disuruh milih gimana masa dia aja yang disuruh memilih
10708,negative,sejujurnya saya pikir kekalahan ini bagus untuk mereka dan kita timnasday
10709,negative,kesilapan terbesar mentaliti masyarakat malaysia adalah terlalu mementingkan result dan bukannya proses yang betulebab i
10710,negative,editannya bagus tapi gak ship mereka tapi b aja sih
10711,negative,sorry kung mahal na mahal kita
10712,negative,kita heran ya ma punya apa di omongin orang ngga punya apa apa lebih di omongin orang dapet apa di omongin oran
10713,negative,cara2 menggunakan hoax untuk menebar kebencian pada rezim berkuasa sudah menyerupai yg dilakukan isis diuriah dgn white
10714,negative,celotehaya disebut presiden termiskin di dunia tetapi saya tak merasa miskin orang miskin adalah mereka yang bekerj
10715,negative,baru aku tahu iblis datang dekat kita melalui angin angin yang panas orang sangka duduk condo flat tkde jin iblis masuk
10716,negative,biadab sekali yang melakukan inieorang wanita seyogyanya tidak diperlakukan sperti ini mereka yang melakukan a
10717,negative,goblog kamu
10718,negative,ibundaku bilang menjadi orang jahat itu gampang caranyaakitilah hati orang kemudian cukup minta maaf lalu diamlah
10719,negative,anjir difoto juga mana kamu duduk paling depan lagi anak rajin yaampe jam berapa hari ini kelasnta
10720,negative,gue ga memungkiri di akar rumput ketidaktahuan dan kenaifan berpikir itu masih banyak yg gue sesali adalah elit terdi
10721,negative,musibah yang menimpa teman teman kita di palu sudah begitu menyakitkan namun mereka tambah lagi rasa sakit kita de
